1.649951045188073294e+03,6.687055853196259250e+02,4.226814929465977912e+03,1.656593908311038632e+01,3.594465126904359522e+02,1.037197461937741537e+03,1.732417276348454379e+03,1.638701164550335761e+03,1.628237477120940866e+03,1.504264675489257343e+03,2.684537630677327229e+02,1.997753786849647497e+02,6.600321228471010727e+03,5.702371114204761398e+02,5.834630731115844355e+02,3.035409872964041824e+02,1.032667431372531610e+03,3.132980770582454397e+02,2.765993190563120265e+02,6.966082256850644399e+02,4.149908764948841622e+02,2.579700769006082282e+03,2.568234659758375074e+03,1.951657343058946481e+03,3.287995996150108112e+03,3.222531379054074023e+03,1.293948362692340197e+03,1.338161696498098536e+03,2.299471146291393779e+03,1.389658475240194548e+03,2.290153963686993848e+03,8.072430417391727815e+02,6.123531901162684790e+02,1.420469469875405139e+03,1.570566768892068694e+03,3.753385903479407943e+02,1.804681092983406188e+03,1.435942163847088068e+03,3.266155894206234507e+02,1.295150052077715145e+03,2.078557428744531137e+02,1.902514894722138763e+02,1.238337583312922106e+03,1.831695032536988492e+02,3.880057627235017890e+02,3.496570799162424805e+02,8.703271629126215885e+02,1.392040249021863929e+03,4.431012131096690609e+02,4.239472507340187803e+02,3.040977701637349355e+02,1.395005407495590362e+03,6.148509897620258471e+02,1.754275221667146752e+03,3.950440747499304166e+02,8.520336746823659269e+02,1.091139498975704100e+03,6.592051019364379272e+02,2.022951490203021763e+02,6.382851942343194196e+02,4.243475118373006580e+02,1.278807119368036354e+02,3.214043550624149930e+02,5.922624503809179259e+02
1.115577627149232740e+03,1.713705619087962077e+03,1.223358316697179362e+03,8.592464375039392053e+02,6.693849210860240646e+02,8.341542074274938159e+02,6.868359640013979970e+02,1.051991106281771408e+03,9.305727995285908491e+02,3.780601682059034374e+03,2.233957506281257793e+03,1.513233678254927554e+03,4.051527675992234435e+03,4.263081845381344692e+02,1.779017006082871603e+03,2.509794479228605724e+03,1.518223813240026857e+03,2.011467539476918546e+03,1.244749573847988813e+03,1.860695159920313927e+03,1.137888062193603901e+03,8.973187193122816097e+03,7.369024611138699584e+03,7.603934912129695476e+03,7.996270812960176954e+03,7.566155324978145472e+03,3.242064231508333705e+03,4.379869470157459546e+03,7.046577341010870441e+03,1.613745643692973999e+03,2.152651689349708704e+03,1.437500688180677116e+03,7.843826042607869340e+02,6.557988929767432182e+02,1.313158472060034228e+03,4.777691943608512588e+02,2.164936917883338992e+03,3.318742999174521628e+03,1.291494117982865419e+03,1.397371905538440842e+03,1.998616925130463187e+03,5.866221698834597191e+02,1.762565830289692485e+03,2.179247484479888954e+03,1.146591485145681645e+03,1.421179861046512769e+03,2.099158834145611308e+03,2.199254087388989319e+03,1.418259037719260505e+03,2.408816566949030403e+03,1.771193210818316629e+03,2.997187040663967764e+03,1.678165265233670198e+03,1.167875423282827114e+03,1.555076305779031827e+03,1.824350514586036752e+03,1.757161729435459620e+03,2.220226242215164802e+03,2.014284641743550537e+03,1.756515354352439999e+03,2.313846055887810053e+03,2.677307060043937781e+03,1.920058622311026511e+03,2.267813475076069153e+03
2.583748461770290305e+03,3.389865594727303346e+02,2.584877785407788906e+03,1.084332500230460710e+03,6.972841515420115002e+02,9.211382806946143091e+02,8.627843214554459337e+02,1.134239446214211966e+03,5.478469765450557816e+02,1.221709310309524426e+03,6.251729155248832512e+02,3.622595747439693241e+02,1.109659006455722556e+04,5.546084149822675045e+02,1.414819687193750269e+03,1.447692922070316399e+03,7.652314161853096266e+02,1.178947845560413725e+03,1.167475339378789158e+03,9.410166471506055359e+02,7.207528362784088358e+02,6.671150155643520520e+03,5.933906751518625242e+03,5.999245431655018365e+03,6.214138811688146234e+03,5.962614684051713994e+03,3.117629453787867533e+03,3.559686205477427393e+03,5.497123391413338140e+03,9.798045000675299434e+02,2.693189846864103401e+03,1.858305609543342371e+03,1.517175523710642892e+03,2.282825091724145750e+03,2.314928461701904780e+03,1.734873167481841847e+03,2.016250556104141197e+03,2.963918386453548464e+03,9.015353440809119547e+02,3.002019855296240962e+02,1.939777561159160314e+03,4.964192793651103557e+02,2.221399941658482021e+03,1.092247042811124174e+03,1.783604130286643567e+03,1.216204881099833983e+03,1.892805403205713219e+03,1.266338593890387756e+03,1.090442256550476031e+03,1.283413571796328597e+03,1.275279969579523140e+03,1.163136662836031064e+03,1.494284074546164447e+03,1.689656654508030215e+03,1.430864316753684307e+03,2.007046179892701048e+03,1.634390797470234247e+03,1.860296296479169087e+03,1.908021850889379039e+03,1.829087940115063702e+03,2.148062711216129173e+03,2.365196127323926248e+03,2.779468327074724129e+03,2.539881864400069844e+03
3.511969545463801410e+02,4.678804055727992477e+02,1.143102467661671426e+03,5.312197603957392857e+02,4.129842662988604047e+02,7.501171036350083341e+02,7.181242959346434418e+02,1.577555479853230736e+03,6.577154374018183489e+02,5.422924130447880771e+02,6.268454611761563910e+02,6.838497643162776285e+02,6.883173419868427118e+03,7.342487328431520837e+02,1.156775358925997352e+03,1.249977595548299860e+03,8.903593771857957790e+02,1.025954273279003019e+03,9.426990009564100319e+02,1.051698594832497292e+03,1.004408060204798971e+03,4.444553444739504812e+03,3.681715773849891775e+03,4.001231915829939680e+03,3.997869318975518127e+03,3.846208684586028994e+03,2.003994353667175801e+03,2.194337444333228632e+03,3.610389254985807383e+03,1.545587080188972777e+02,1.419001821421948534e+03,1.063598646555486539e+03,1.037089691788387427e+03,1.082394724277420437e+03,1.175729049973823294e+03,7.341030771891641962e+02,1.196417328990134365e+03,1.536422830967956315e+03,1.046530955758051732e+03,8.241159804118748298e+02,1.503089487977960289e+03,2.238676347303702983e+02,1.995184244292888252e+03,1.128349732874222127e+03,1.646077994330395086e+03,7.133737211271379692e+02,1.078099806260710466e+03,1.410561867105740248e+03,1.063694945541546076e+03,5.585871705945811527e+02,1.060716781917507205e+03,1.650676085442937847e+03,8.970256423145199278e+02,1.098612377347212487e+03,8.602965742791445791e+02,1.341241411485281333e+03,1.221388209264257057e+03,8.653304306532460259e+02,8.242754620114510544e+02,1.004983801591832616e+03,1.030850800221043301e+03,9.189064854431630920e+02,1.237243248991826476e+03,1.298645282450789864e+03
1.794171293794166786e+03,2.432737053064145414e+02,1.300193009733559848e+03,2.827553117706954708e+02,5.652746086002241555e+02,4.492449476229673451e+02,1.096189337839242853e+03,5.739453702601406349e+02,7.939890223339114073e+02,8.202889496646896532e+02,3.130835767496553785e+02,6.009499093114831680e+01,1.650631460222443138e+03,3.488207403377866740e+02,1.263093826410035490e+03,9.118094988029268961e+02,7.605737844046198006e+02,3.245075727001545260e+02,6.373016374977321448e+02,5.005623796458052084e+02,5.098615373092496839e+02,2.135210502023814115e+03,2.016335828028402375e+03,2.119106087098459284e+03,1.916808080306425836e+03,1.881449812697613652e+03,1.289607082481929865e+03,1.767022925319873593e+03,2.344898077861317688e+03,1.059638021423584632e+03,7.591844316062250755e+02,6.602262602548554469e+02,5.852898905415012223e+02,1.115215129705248273e+03,1.068940223109219460e+03,8.586699335580599382e+02,1.410899571434050813e+03,1.554021221806048743e+03,1.170707853224678729e+03,2.675871151765032323e+02,9.867760162840525027e+02,5.972883593669832862e+02,1.567223263033874446e+03,2.412525901361864555e+02,1.195468936413072242e+03,7.712840795302987544e+02,1.170764658276170621e+03,1.096833678524582638e+03,9.152652886091332221e+02,6.279381269133205024e+02,7.279471887829135994e+02,9.522290293279323805e+02,4.512527571291354889e+02,7.942770138201250347e+02,5.531759915428480099e+02,1.073048977121357893e+03,8.464112931317213224e+02,6.091995890427227778e+02,6.191842281535840584e+02,7.898755420912993941e+02,8.100790977644240911e+02,5.198111814395630290e+02,6.073644308200250634e+02,6.805609259528271195e+02
8.541154654531517281e+02,1.915768438390664414e+02,8.264036979659935014e+02,2.749374794110089510e+02,2.089601911689289295e+02,3.393247629976560233e+02,4.770911991849721971e+02,2.024626829293168271e+02,4.448418852435577833e+02,1.068187083102407541e+03,3.374346759192977743e+02,2.805877311109083507e+02,3.609506025819823662e+03,5.032242381033616994e+02,3.948110650820649994e+02,6.870823526284345917e+02,5.988204720470807843e+02,6.318049412163306897e+02,4.276379249401825291e+02,3.651781137867502594e+02,3.378964928715618043e+02,1.254825277821090367e+03,1.277273603811182966e+03,1.359852009590363878e+03,1.324583180315483332e+03,1.299168722529044999e+03,7.680168658100717494e+02,1.157433179774739983e+03,1.934869357875734295e+03,5.994003629212586475e+02,6.913935887967936651e+02,3.379344850705098793e+02,2.651080283622710567e+02,4.141245042162037748e+02,8.766088703667802520e+02,6.756319608935195902e+02,1.475353588152917609e+03,1.236066090001684870e+03,5.367037215850359644e+02,5.121620763316934699e+02,6.541456102296878043e+02,2.189710248051364374e+02,6.438818938186893774e+02,4.708339723228301068e+02,4.870265893118414624e+02,2.624158334061132223e+02,5.065735043726704134e+02,5.240127565899082356e+02,5.135506820599416642e+02,7.110977468457724626e+02,7.568706927891472560e+02,6.903538866545412702e+02,4.752975430745088374e+02,8.227959142029884561e+02,4.329625227616538155e+02,3.088976458727172485e+02,5.045122214746288591e+02,5.880811568290440619e+02,8.263619202787771201e+02,7.864303617021929540e+02,6.746374859006543829e+02,8.756087512671961122e+02,8.337358881016330088e+02,7.897790901236695618e+02
1.244114590737449589e+03,5.166350221975161503e+02,1.000444441208548369e+03,2.515677183606186702e+02,3.139721121124895262e+02,7.253323686515617510e+02,2.690946473232659741e+02,2.735754408662260175e+02,4.156848626130868070e+02,3.620223089933323308e+02,2.538483312814816770e+02,3.121720189191180452e+02,4.110775208268318238e+03,2.824615471190667222e+02,3.976548201753919898e+02,3.210695345955689390e+02,3.108460504752158045e+02,1.149865888077547282e+02,5.413281886938435719e+02,2.346232746140898087e+02,4.112129433820665554e+02,4.823739474368962306e+02,4.991199153225686018e+02,4.537030672187165692e+02,7.352210817375994338e+02,7.217734853280423977e+02,7.070718138851419781e+02,6.528119287383677829e+02,1.147343599185387347e+03,9.151709130597600961e+02,6.312968869196809010e+02,3.622531731768402778e+02,3.159942108132879639e+02,3.422299221865208096e+02,3.759492570308456720e+02,4.233277551123339890e+02,7.876666234900658310e+02,8.357706369463195415e+02,6.019203037126627578e+02,4.674565207987072313e+02,2.274952441333727222e+02,6.329599492134311731e+02,2.068028490795371681e+02,8.495003615012723230e+02,1.694420767182239160e+02,5.729852878963545209e+02,2.993731131645911887e+02,7.051866845588668866e+02,3.775704659216800110e+02,4.145610910477892048e+02,3.611079290608987549e+02,2.933148388096374219e+02,5.496761221056857494e+02,2.531725070958340211e+02,4.748842880847603283e+02,5.175885257372187880e+02,6.910945896934435950e+02,7.849052987889371025e+02,4.989759220870818694e+02,4.263326354985255762e+02,7.811888215087320759e+02,1.009760556049325714e+03,8.035872202181144530e+02,7.378323310704945470e+02
8.448296729437234944e+02,2.848313521699262196e+02,7.659317924397183788e+02,4.138798508864164205e+02,3.967617012749674359e+02,8.446602033080470164e+02,3.486066884087696280e+02,2.100064553812237591e+02,2.667523829619852336e+02,1.090948564405689325e+02,7.228963743691980426e+02,4.729738199382737776e+02,2.773857051576275808e+03,1.785071871044771399e+02,3.121464551934253109e+02,5.620589699798975971e+02,4.807472110045807767e+02,6.664081756817988662e+02,7.854816379558403696e+02,3.365333596170247006e+02,1.385927071579314145e+02,6.383725721279465688e+02,4.178136176568931432e+02,5.801309120819067857e+02,6.866469025721478374e+02,6.073047638535468877e+02,9.713233736921731065e+01,1.639776472929565898e+02,3.714857704957836404e+02,7.694286520968378227e+02,5.388864675108670781e+02,1.074102123969251465e+02,1.339335558868302485e+02,1.908408313344212957e+02,8.382731174590671230e+01,5.683386060199152467e+01,5.284882428324839339e+02,6.607947228332497502e+01,3.584157740121679012e+02,1.376505909963495640e+02,4.091818285094748262e+02,3.367510463014576771e+02,4.957942461823664075e+02,1.462770091624221322e+02,1.784200825034917557e+02,1.303935839428555994e+02,2.647046857805746072e+02,2.628136266148490563e+02,2.096138035385163221e+02,1.705807161506984357e+02,3.247670932929253809e+02,5.213572437124836370e+02,2.166190356806987722e+02,9.435259470929005943e+01,2.650146366688794615e+02,4.114262485546609014e+02,2.579710776499996427e+02,1.457991516919022388e+02,2.226752577579303605e+01,1.425550837148892356e+02,3.364169222182958947e+02,1.742850899784550052e+02,1.492086762189657634e+02,2.007820785528234921e+02
5.048526687617215316e+02,1.584443690632429309e+02,6.914066973150823969e+02,2.003323367951924467e+02,2.062448150201368549e+02,5.252347562169674120e+02,2.633865081418609293e+02,4.459510498621311285e+02,4.284599960485004431e+02,1.912471988560408533e+02,1.513458806490612574e+02,1.215130501382840293e+02,1.538566669178140273e+03,1.653842702961951545e+02,5.687783877952915645e+02,4.305211274595973237e+02,3.877554192222528400e+02,3.223653961877554934e+02,6.265381050156451437e+01,1.523976791619737980e+02,1.449666198326506787e+02,7.249221783008600823e+02,5.175619756997301693e+02,5.150411313764867600e+02,7.100458028987881107e+02,6.863572560487120882e+02,3.914109966043596955e+02,2.369743868967853189e+02,2.234035387128743082e+02,4.114283581095990030e+02,4.463888999862668925e+02,2.295520919616594711e+02,3.017261156741863601e+02,4.968957292536734371e+02,2.853906339067322051e+02,3.622542724405521994e+02,2.771407254224535563e+02,1.391979751369955522e+02,2.199055238267084746e+02,1.910614444303487289e+02,4.003134339671449879e+02,1.540932475566383459e+02,9.318891867921351491e+01,1.637254909556685334e+02,1.523804501068805166e+02,3.213827710877056916e+02,3.734370101079323376e+02,2.783413094330229001e+02,3.836944763050749430e+02,4.765175014396538131e+02,3.019506302883493163e+02,2.258443974032542556e+01,1.830209703527269482e+02,2.100933841487654092e+02,2.043476505695720959e+02,2.062415799837536099e+02,2.895001478771286543e+02,1.626907779839172861e+02,2.111472567447063966e+02,2.259539629328114643e+02,2.679359891442571211e+02,9.667970231829623629e+01,1.681583189567749912e+02,4.072621509334657048e+02
8.083056105540254066e+02,9.295814310036253403e+01,7.775334230657950911e+02,1.314379870411945035e+02,2.045150025277305588e+02,1.788330647340232247e+02,3.580731556721452193e+02,5.597222845406023595e+01,3.492116862845044238e+02,3.059393904729466271e+02,6.585374160880432726e+01,2.090480377435462458e+02,2.765761639803341041e+03,4.801810808935540535e+02,1.640956247850927525e+02,1.831611533210283369e+02,1.824720313776466298e+02,3.455901589247564942e+01,3.873119315769415039e+02,2.514490986682586993e+02,2.826715963352191352e+02,5.590000529571218522e+02,4.324422048688156792e+02,3.506795223867588334e+02,4.562602449429957687e+02,4.482986259242679239e+02,4.181190452782853129e+01,1.695622605849539752e+02,1.016458200558341076e+02,1.925521218548325066e+02,2.235018393099644811e+02,1.942930683316206739e+02,2.004652669940029455e+02,3.835370883384196077e+02,1.260579593608229771e+02,2.354761091590253557e+02,7.658541552522817710e+02,4.804701651211111084e+02,1.620647056216072599e+02,3.246069755665508865e+02,1.291440286297434454e+02,3.712594044309333867e+02,2.329813486691439550e+02,3.192128564825111425e+02,1.363994236051753717e+02,4.811564676946343297e+02,8.695188082394685125e+01,2.954474687131296378e+02,2.130160519738577989e+02,2.597684029051937387e+02,8.271044272161059041e+01,3.000694856808796658e+02,6.524031959839017247e+01,3.888668979675869082e+02,3.514527459791426622e+02,7.361990969672685026e+01,1.829133156557143423e+02,6.144715657518587193e+01,1.282760528077945139e+02,2.675312139250765426e+02,4.892790716429421138e+01,9.932652855726760777e+01,1.675216134839489541e+02,3.336681183951524190e+02
