testing_subject,accuracy,run_note
50,0.6000000238418579,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
41,0.6136363744735718,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
13,0.5555555820465088,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
63,0.4888888895511627,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
24,0.5555555820465088,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
84,0.5333333611488342,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
106,0.46666666865348816,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
86,0.4888888895511627,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
78,0.5111111402511597,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
18,0.46666666865348816,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
75,0.4888888895511627,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
8,0.5111111402511597,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
44,0.6000000238418579,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
25,0.4444444477558136,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
79,0.5555555820465088,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
65,0.5333333611488342,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
49,0.5777778029441833,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
105,0.4888888895511627,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
10,0.5111111402511597,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
70,0.6222222447395325,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
73,0.5952380895614624,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
82,0.5111111402511597,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
53,0.5333333611488342,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
48,0.4888888895511627,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
95,0.42222222685813904,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
87,0.5111111402511597,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
51,0.5333333611488342,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
108,0.4444444477558136,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
29,0.6222222447395325,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
5,0.46666666865348816,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
74,0.5813953280448914,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
42,0.644444465637207,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
20,0.5777778029441833,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
23,0.5111111402511597,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
72,0.5581395626068115,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
93,0.46666666865348816,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
43,0.4888888895511627,processed9_moving_average_feet_v_fists_CSP_LOO_Zero_trial_run_2
