testing_subject,accuracy,run_note
45,0.625,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
94,0.5625,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
16,0.65625,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
27,0.46875,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
67,0.625,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
65,0.65625,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
63,0.46875,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
51,0.71875,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
49,0.6875,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
60,0.75,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
56,0.625,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
81,0.6875,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
5,0.59375,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
41,0.7419354915618896,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
99,0.5,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
74,0.6451612710952759,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
31,0.75,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
54,0.71875,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
71,0.65625,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
90,0.71875,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
22,0.78125,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
83,0.53125,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
10,0.5,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
78,0.53125,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
109,0.625,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
59,0.6875,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
77,0.71875,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
4,0.5625,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
21,0.5,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
1,0.71875,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
79,0.5,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
48,0.59375,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
75,0.5,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
30,0.53125,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
76,0.46666666865348816,processed9_moving_average_feet_v_fists_CSP_Single_Trial_LOO_tuned_trainingCSP_8_comp_run_1
